组,文档,句长汉字数
ai,A_AI教育政策比较(盲测A),67
ai,A_AI教育政策比较(盲测A),84
ai,A_AI教育政策比较(盲测A),26
ai,A_AI教育政策比较(盲测A),62
ai,A_AI教育政策比较(盲测A),76
ai,A_AI教育政策比较(盲测A),53
ai,A_AI教育政策比较(盲测A),41
ai,A_AI教育政策比较(盲测A),32
ai,A_AI教育政策比较(盲测A),60
ai,A_AI教育政策比较(盲测A),88
ai,A_AI教育政策比较(盲测A),44
ai,A_AI教育政策比较(盲测A),76
ai,B_美国AI人才战略(盲测B),112
ai,B_美国AI人才战略(盲测B),57
ai,B_美国AI人才战略(盲测B),42
ai,B_美国AI人才战略(盲测B),71
ai,B_美国AI人才战略(盲测B),77
ai,B_美国AI人才战略(盲测B),18
ai,B_美国AI人才战略(盲测B),93
ai,B_美国AI人才战略(盲测B),35
ai,B_美国AI人才战略(盲测B),19
ai,B_美国AI人才战略(盲测B),107
ai,B_美国AI人才战略(盲测B),37
ai,B_美国AI人才战略(盲测B),18
ai,B_美国AI人才战略(盲测B),106
ai,B_美国AI人才战略(盲测B),40
ai,B_美国AI人才战略(盲测B),32
ai,B_美国AI人才战略(盲测B),72
ai,B_美国AI人才战略(盲测B),53
ai,B_美国AI人才战略(盲测B),32
ai,B_美国AI人才战略(盲测B),88
ai,B_美国AI人才战略(盲测B),12
ai,B_美国AI人才战略(盲测B),70
ai,B_美国AI人才战略(盲测B),22
ai,B_美国AI人才战略(盲测B),15
ai,B_美国AI人才战略(盲测B),99
ai,B_美国AI人才战略(盲测B),25
ai,B_美国AI人才战略(盲测B),12
ai,B_美国AI人才战略(盲测B),69
ai,B_美国AI人才战略(盲测B),51
ai,B_美国AI人才战略(盲测B),41
ai,B_美国AI人才战略(盲测B),39
ai,B_美国AI人才战略(盲测B),111
ai,B_美国AI人才战略(盲测B),41
ai,B_美国AI人才战略(盲测B),22
ai,B_美国AI人才战略(盲测B),50
ai,B_美国AI人才战略(盲测B),113
ai,B_美国AI人才战略(盲测B),17
ai,B_美国AI人才战略(盲测B),24
ai,B_美国AI人才战略(盲测B),138
ai,B_美国AI人才战略(盲测B),74
ai,B_美国AI人才战略(盲测B),22
ai,B_美国AI人才战略(盲测B),44
ai,B_美国AI人才战略(盲测B),115
ai,B_美国AI人才战略(盲测B),14
ai,B_美国AI人才战略(盲测B),28
ai,B_美国AI人才战略(盲测B),176
ai,B_美国AI人才战略(盲测B),36
ai,B_美国AI人才战略(盲测B),22
ai,B_美国AI人才战略(盲测B),44
ai,B_美国AI人才战略(盲测B),90
ai,B_美国AI人才战略(盲测B),31
ai,D_终身教育研判(盲测D),99
ai,D_终身教育研判(盲测D),48
ai,D_终身教育研判(盲测D),48
ai,D_终身教育研判(盲测D),126
ai,D_终身教育研判(盲测D),95
ai,D_终身教育研判(盲测D),57
ai,D_终身教育研判(盲测D),41
ai,D_终身教育研判(盲测D),47
ai,D_终身教育研判(盲测D),29
ai,D_终身教育研判(盲测D),48
ai,D_终身教育研判(盲测D),36
ai,D_终身教育研判(盲测D),33
ai,D_终身教育研判(盲测D),36
ai,D_终身教育研判(盲测D),28
ai,D_终身教育研判(盲测D),69
ai,D_终身教育研判(盲测D),42
ai,D_终身教育研判(盲测D),55
ai,D_终身教育研判(盲测D),69
ai,D_终身教育研判(盲测D),39
ai,D_终身教育研判(盲测D),36
ai,D_终身教育研判(盲测D),31
ai,D_终身教育研判(盲测D),29
ai,D_终身教育研判(盲测D),32
ai,D_终身教育研判(盲测D),83
ai,D_终身教育研判(盲测D),22
ai,D_终身教育研判(盲测D),62
ai,D_终身教育研判(盲测D),30
ai,D_终身教育研判(盲测D),44
ai,D_终身教育研判(盲测D),28
ai,D_终身教育研判(盲测D),33
ai,D_终身教育研判(盲测D),56
ai,D_终身教育研判(盲测D),26
ai,D_终身教育研判(盲测D),82
ai,D_终身教育研判(盲测D),44
ai,D_终身教育研判(盲测D),72
ai,D_终身教育研判(盲测D),20
ai,D_终身教育研判(盲测D),27
ai,D_终身教育研判(盲测D),67
ai,D_终身教育研判(盲测D),26
ai,D_终身教育研判(盲测D),28
ai,D_终身教育研判(盲测D),52
ai,D_终身教育研判(盲测D),28
ai,D_终身教育研判(盲测D),20
ai,D_终身教育研判(盲测D),43
ai,D_终身教育研判(盲测D),31
ai,D_终身教育研判(盲测D),20
ai,D_终身教育研判(盲测D),30
ai,D_终身教育研判(盲测D),20
ai,D_终身教育研判(盲测D),30
ai,D_终身教育研判(盲测D),66
ai,D_终身教育研判(盲测D),43
ai,D_终身教育研判(盲测D),57
ai,D_终身教育研判(盲测D),66
ai,D_终身教育研判(盲测D),25
ai,D_终身教育研判(盲测D),30
ai,D_终身教育研判(盲测D),31
ai,D_终身教育研判(盲测D),98
ai,D_终身教育研判(盲测D),26
ai,D_终身教育研判(盲测D),45
ai,D_终身教育研判(盲测D),60
ai,D_终身教育研判(盲测D),43
ai,D_终身教育研判(盲测D),26
ai,D_终身教育研判(盲测D),51
ai,D_终身教育研判(盲测D),27
ai,D_终身教育研判(盲测D),56
ai,D_终身教育研判(盲测D),42
ai,D_终身教育研判(盲测D),63
ai,D_终身教育研判(盲测D),30
ai,D_终身教育研判(盲测D),42
ai,D_终身教育研判(盲测D),65
ai,D_终身教育研判(盲测D),27
ai,D_终身教育研判(盲测D),69
ai,D_终身教育研判(盲测D),35
ai,D_终身教育研判(盲测D),25
ai,D_终身教育研判(盲测D),38
ai,D_终身教育研判(盲测D),54
ai,D_终身教育研判(盲测D),86
ai,D_终身教育研判(盲测D),34
ai,D_终身教育研判(盲测D),28
ai,D_终身教育研判(盲测D),36
ai,D_终身教育研判(盲测D),44
ai,D_终身教育研判(盲测D),28
ai,D_终身教育研判(盲测D),44
ai,D_终身教育研判(盲测D),44
ai,D_终身教育研判(盲测D),38
ai,D_终身教育研判(盲测D),30
ai,D_终身教育研判(盲测D),70
ai,D_终身教育研判(盲测D),50
ai,D_终身教育研判(盲测D),31
ai,D_终身教育研判(盲测D),26
ai,D_终身教育研判(盲测D),17
ai,D_终身教育研判(盲测D),78
ai,D_终身教育研判(盲测D),40
ai,D_终身教育研判(盲测D),33
ai,D_终身教育研判(盲测D),38
ai,D_终身教育研判(盲测D),20
ai,D_终身教育研判(盲测D),64
ai,D_终身教育研判(盲测D),24
ai,D_终身教育研判(盲测D),25
ai,D_终身教育研判(盲测D),31
ai,D_终身教育研判(盲测D),68
ai,D_终身教育研判(盲测D),47
ai,D_终身教育研判(盲测D),24
ai,D_终身教育研判(盲测D),15
ai,D_终身教育研判(盲测D),64
ai,D_终身教育研判(盲测D),33
ai,D_终身教育研判(盲测D),40
ai,D_终身教育研判(盲测D),21
ai,D_终身教育研判(盲测D),15
ai,D_终身教育研判(盲测D),78
ai,D_终身教育研判(盲测D),36
ai,D_终身教育研判(盲测D),30
ai,R_run0626-152506,115
ai,R_run0626-152506,62
ai,R_run0626-152506,16
ai,R_run0626-152506,67
ai,R_run0626-152506,10
ai,R_run0626-152506,80
ai,R_run0626-152506,117
ai,R_run0626-152506,34
ai,R_run0626-152506,10
ai,R_run0626-152506,170
ai,R_run0626-152506,80
ai,R_run0626-152506,47
ai,R_run0626-152506,13
ai,R_run0626-152506,86
ai,R_run0626-152506,115
ai,R_run0626-152506,40
ai,R_run0626-152506,128
ai,R_run0626-152506,44
ai,R_run0626-152506,47
ai,R_run0626-152506,13
ai,R_run0626-152506,56
ai,R_run0626-152506,102
ai,R_run0626-152506,42
ai,R_run0626-152506,112
ai,R_run0626-152506,40
ai,R_run0626-152506,40
ai,R_run0626-152506,21
ai,R_run0626-152506,9
ai,R_run0626-152506,42
ai,R_run0626-152506,113
ai,R_run0626-152506,115
ai,R_run0626-152506,44
ai,R_run0626-152506,12
ai,R_run0626-152506,54
ai,R_run0626-152506,92
ai,R_run0626-152506,111
ai,R_run0626-152506,48
ai,R_run0626-152506,44
ai,R_run0626-152506,14
ai,R_run0626-152506,50
ai,R_run0626-152506,49
ai,R_run0626-152506,119
ai,R_run0626-152506,64
ai,R_run0626-152506,18
ai,R_run0626-152506,130
ai,R_run0626-152506,86
ai,R_run0626-152506,60
ai,R_run0626-152506,55
ai,R_run0626-152506,37
ai,R_run0626-152506,96
ai,R_run0626-152506,47
ai,R_run0626-152506,89
ai,R_run0626-152506,71
ai,R_run0626-152506,79
ai,R_run0626-152506,73
ai,R_run0626-152506,74
ai,R_run0626-152506,82
ai,R_run0626-152506,104
ai,R_run0626-152506,34
ai,R_run0626-152506,29
ai,R_run0626-152506,87
ai,R_run0626-152506,60
ai,R_run0626-152506,88
ai,R_run0626-152506,54
ai,R_run0626-152506,84
ai,R_run0626-152506,44
ai,R_run0626-152506,64
ai,R_run0626-152506,136
ai,R_run0626-152506,102
ai,R_run0626-152506,93
ai,R_run0626-152506,56
ai,R_run0626-152506,103
ai,R_run0626-152506,115
ai,R_run0626-152506,79
ai,R_run0626-152506,16
ai,R_run0626-152506,28
ai,R_run0626-152506,72
ai,R_run0626-152506,97
ai,R_run0626-152506,115
ai,R_run0626-152506,35
ai,R_run0626-152506,77
ai,R_run0626-152506,56
ai,R_run0626-152506,97
ai,R_run0626-152506,64
ai,R_run0626-152506,48
ai,R_run0626-152506,56
ai,R_run0626-152506,35
ai,R_run0626-152506,65
ai,R_run0626-152506,130
ai,R_run0626-152506,75
ai,R_run0626-152506,75
ai,R_run0626-152506,33
ai,R_run0626-152506,62
ai,R_run0626-152506,109
ai,R_run0626-152506,98
ai,R_run0626-152506,63
ai,R_run0626-152506,39
ai,R_run0626-152506,40
ai,R_run0626-152506,65
ai,R_run0626-152506,53
ai,R_run0626-152506,168
ai,R_run0626-152506,67
ai,R_run0626-152506,63
ai,R_run0626-152506,71
ai,R_run0626-152506,35
ai,R_run0626-152506,91
ai,R_run0626-152506,84
ai,R_run0626-152506,58
ai,R_run0626-152506,66
ai,R_run0626-152506,51
ai,R_run0626-152506,23
ai,R_run0626-152506,88
ai,R_run0626-152506,77
ai,R_run0626-152506,135
ai,R_run0626-152506,66
ai,R_run0626-152506,72
ai,R_run0626-152506,64
ai,R_run0706-095808,84
ai,R_run0706-095808,212
ai,R_run0706-095808,14
ai,R_run0706-095808,26
ai,R_run0706-095808,98
ai,R_run0706-095808,11
ai,R_run0706-095808,56
ai,R_run0706-095808,56
ai,R_run0706-095808,13
ai,R_run0706-095808,81
ai,R_run0706-095808,52
ai,R_run0706-095808,24
ai,R_run0706-095808,76
ai,R_run0706-095808,66
ai,R_run0706-095808,63
ai,R_run0706-095808,49
ai,R_run0706-095808,29
ai,R_run0706-095808,108
ai,R_run0706-095808,25
ai,R_run0706-095808,17
ai,R_run0706-095808,11
ai,R_run0706-095808,121
ai,R_run0706-095808,11
ai,R_run0706-095808,108
ai,R_run0706-095808,50
ai,R_run0706-095808,31
ai,R_run0706-095808,45
ai,R_run0706-095808,57
ai,R_run0706-095808,31
ai,R_run0706-095808,119
ai,R_run0706-095808,81
ai,R_run0706-095808,43
ai,R_run0706-095808,22
ai,R_run0706-095808,78
ai,R_run0706-095808,57
ai,R_run0706-095808,33
ai,R_run0706-095808,58
ai,R_run0706-095808,50
ai,R_run0706-095808,47
ai,R_run0706-095808,34
ai,R_run0706-095808,97
ai,R_run0706-095808,74
ai,R_run0706-095808,31
ai,R_run0706-095808,89
ai,R_run0706-095808,39
ai,R_run0706-095808,92
ai,R_run0706-095808,11
ai,R_run0706-095808,52
ai,R_run0706-095808,34
ai,R_run0706-095808,17
ai,R_run0706-095808,53
ai,R_run0706-095808,48
ai,R_run0706-095808,16
ai,R_run0706-095808,57
ai,R_run0706-095808,113
ai,R_run0706-095808,70
ai,R_run0706-095808,82
ai,R_run0706-095808,97
ai,R_run0706-095808,17
ai,R_run0706-095808,78
ai,R_run0706-095808,82
ai,R_run0706-095808,72
ai,R_run0706-095808,12
ai,R_run0706-095808,51
ai,R_run0706-095808,35
ai,R_run0706-095808,16
ai,R_run0706-095808,65
ai,R_run0706-095808,47
ai,R_run0706-095808,49
ai,R_run0706-095808,37
ai,R_run0706-095808,91
ai,R_run0706-095808,49
ai,R_run0706-095808,97
ai,R_run0706-095808,55
ai,R_run0706-095808,8
ai,R_run0706-095808,34
ai,R_run0706-095808,57
ai,R_run0706-095808,47
ai,R_run0706-095808,70
ai,R_run0706-095808,115
ai,R_run0706-095808,40
ai,R_run0706-095808,61
ai,R_run0706-095808,51
ai,R_run0706-095808,80
ai,R_run0706-095808,44
ai,R_run0706-095808,30
ai,R_run0706-095808,41
ai,R_run0706-095808,82
ai,R_run0706-095808,56
ai,R_run0706-095808,66
ai,R_run0706-095808,78
ai,R_run0706-095808,31
ai,R_run0706-095808,36
ai,R_run0706-095808,45
ai,R_run0706-095808,41
ai,R_run0706-095808,66
ai,R_run0706-095808,76
ai,R_run0706-095808,59
ai,R_run0706-095808,39
ai,R_run0706-095808,60
ai,R_run0706-095808,76
ai,R_run0706-095808,67
ai,R_run0706-095808,52
ai,R_run0706-193854,94
ai,R_run0706-193854,48
ai,R_run0706-193854,72
ai,R_run0706-193854,11
ai,R_run0706-193854,57
ai,R_run0706-193854,113
ai,R_run0706-193854,98
ai,R_run0706-193854,47
ai,R_run0706-193854,67
ai,R_run0706-193854,9
ai,R_run0706-193854,70
ai,R_run0706-193854,49
ai,R_run0706-193854,15
ai,R_run0706-193854,63
ai,R_run0706-193854,4
ai,R_run0706-193854,37
ai,R_run0706-193854,71
ai,R_run0706-193854,80
ai,R_run0706-193854,79
ai,R_run0706-193854,5
ai,R_run0706-193854,72
ai,R_run0706-193854,36
ai,R_run0706-193854,50
ai,R_run0706-193854,5
ai,R_run0706-193854,39
ai,R_run0706-193854,38
ai,R_run0706-193854,58
ai,R_run0706-193854,4
ai,R_run0706-193854,83
ai,R_run0706-193854,52
ai,R_run0706-193854,4
ai,R_run0706-193854,24
ai,R_run0706-193854,51
ai,R_run0706-193854,52
ai,R_run0706-193854,52
ai,R_run0706-193854,75
ai,R_run0706-193854,6
ai,R_run0706-193854,53
ai,R_run0706-193854,71
ai,R_run0706-193854,60
ai,R_run0706-193854,6
ai,R_run0706-193854,21
ai,R_run0706-193854,75
ai,R_run0706-193854,18
ai,R_run0706-193854,50
ai,R_run0706-193854,6
ai,R_run0706-193854,54
ai,R_run0706-193854,33
ai,R_run0706-193854,31
ai,R_run0706-193854,4
ai,R_run0706-193854,33
ai,R_run0706-193854,44
ai,R_run0706-193854,80
ai,R_run0706-193854,77
ai,R_run0706-193854,6
ai,R_run0706-193854,44
ai,R_run0706-193854,112
ai,R_run0706-193854,54
ai,R_run0706-193854,4
ai,R_run0706-193854,86
ai,R_run0706-193854,46
ai,R_run0706-193854,4
ai,R_run0706-193854,69
ai,R_run0706-193854,45
ai,R_run0706-193854,34
ai,R_run0706-193854,20
ai,R_run0706-193854,54
ai,R_run0706-193854,31
ai,R_run0706-193854,59
ai,R_run0706-193854,39
ai,R_run0706-193854,65
ai,R_run0706-193854,26
ai,R_run0706-193854,49
ai,R_run0706-193854,40
ai,R_run0706-193854,76
ai,R_run0706-193854,29
ai,R_run0706-193854,75
ai,R_run0706-193854,52
ai,R_run0706-193854,26
ai,R_run0706-193854,87
ai,R_run0706-193854,33
ai,R_run0706-193854,72
ai,R_run0706-193854,55
ai,R_run0706-193854,66
ai,R_run0706-193854,16
ai,R_run0706-193854,37
ai,R_run0706-193854,36
ai,R_run0706-193854,64
ai,R_run0706-193854,71
ai,R_run0706-193854,33
ai,R_run0706-193854,58
ai,R_run0706-193854,58
ai,R_run0706-193854,66
ai,R_run0706-193854,46
ai,R_run0706-193854,49
ai,R_run0706-193854,41
ai,R_run0706-193854,47
ai,R_run0706-193854,62
ai,R_run0706-193854,57
ai,R_run0706-193854,36
ai,R_run0706-193854,32
ai,R_run0706-193854,71
ai,R_run0706-193854,107
ai,R_run0706-193854,26
ai,R_run0706-193854,71
ai,R_run0706-193854,97
ai,R_run0706-193854,28
ai,R_run0706-193854,25
ai,R_run0706-193854,29
ai,R_run0706-193854,115
ai,R_run0706-193854,26
ai,R_run0706-193854,31
ai,R_run0706-193854,41
ai,R_run0706-193854,99
ai,R_run0706-193854,29
ai,R_run0706-193854,36
ai,R_run0706-193854,101
ai,R_run0706-193854,36
ai,R_run0706-193854,33
ai,R_run0706-193854,33
ai,R_run0706-193854,39
ai,R_run0706-193854,93
ai,R_run0706-193854,38
ai,R_run0706-193854,38
ai,R_run0706-193854,98
