selected,exact,matchTags,year,issue,section,title,authors,abstract,meta,fn,size,digestUrl,downloadUrl,sourceUrl
"true","false","international;policy;comparative","2026","04","课程与教学研究","“越减越增”:新加坡义务教育阶段教育减负的实践悖论","马健生;李函璐;","新加坡通过缩减学科课程总量、变革评估体系、构建多元化升学路径三个关键举措,横向扩大减负范围,纵向加深减负力度。但在现实中,新加坡义务教育阶段教育负担却陷入“越减越增”的困境,校际资源隔离造成学生课业负担增加,市场对课后时间的渗入造成学生课后负担的增加,教师支持的缺位造成教师负担的增加。尽管新加坡教育部采取进一步干预措施,但其成效仍然难以乐观。新加坡的减负困境提醒在减负实践中应当注意:避免优质稀缺教育资源的过度集聚,严格控制市场对义务教育的干扰,同时需要关注各方主体的负担,尤其是教师负担。","2026年04期 v.48;No.435 32-42页 [查看摘要][在线阅读][下载 965K] [下载次数：266 ] |[引用频次：0 ] |[阅读次数：0 ]","BJJY202604004","965K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=ded8965a-1c7a-4132-b3ed-f214ca9d4003","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202604004","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=04"
"true","false","international;policy;comparative","2026","04","教师教育与管理研究","教师教育视域下通用学科教学论的演进与理论内涵","高鸾;朱旭东;","学科教学论在教师教育体系中虽承担着连接学术性学科与课堂实践的关键功能,但长期面临研究碎片化的困境。德国通用学科教学论的形成与发展表明,借助理论整合与比较建构能够破解这一困境。通用学科教学论经历由规范奠基、制度推进到经验转向与比较整合的阶段性发展,其理论内涵集中体现为兼具元理论与对象理论的双重属性、概念驱动与实证归纳相结合的双路径方法论,以及以“六研究领域×三层学习”为核心的结构化分析框架。该框架在价值取向、内容选择与证据运用之间建立中层整合机制,使分散的学科教学知识获得可比较、可解释与可累积的结构形态。由此,通用学科教学论在学科教师教育研究中确立了一种结构参照系与方法论路径。","2026年04期 v.48;No.435 43-51页 [查看摘要][在线阅读][下载 782K] [下载次数：177 ] |[引用频次：0 ] |[阅读次数：1 ]","BJJY202604005","782K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=82de2b0e-4e31-4ef9-a558-99b1de783f9a","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202604005","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=04"
"true","false","international;policy;comparative","2026","04","教师教育与管理研究","综合大学何以参与高水平教师教育——基于日本教职大学院的案例分析","尤铮;蒋旭泽;","21世纪初,日本确定“教员养成高层次”的教师教育改革方向以及“教师培养硕士化”的实践路径,由综合大学开办的教职大学院成为这一改革的核心组织依托。教职大学院以小规模、覆盖广、重实践、高水平等定位成为日本教师教育总体布局的一方高地,并以毕业生高就业率、快晋升率和强实践力的育人成效得到社会的认可。日本综合大学成为教职大学院的举办主体,受到三方面因素的推动,即“二战”后日本教师教育体系改革形成综合大学开展教师教育的制度基础、日本将21世纪初系列基础教育质量危机归因于教师教育体系、政府的顶层设计和持续的政策推动。教职大学院通过学术性与师范性融合、职前和在职教师教育融合、高层次与职业性融合,达到改革预期目标,形成日本新的具有成效与特色的高水平教师教育路径。","2026年04期 v.48;No.435 62-71页 [查看摘要][在线阅读][下载 848K] [下载次数：288 ] |[引用频次：0 ] |[阅读次数：2 ]","BJJY202604007","848K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=865a1af9-ac62-4575-81b5-eb9c46647a67","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202604007","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=04"
"true","false","international;policy;comparative","2026","04","职业教育与成人教育研究","老龄化背景下英国、美国、新加坡老年职业教育比较","林杰;赵祎飞;刘业青;","当一个国家进入老龄化社会后,发展老年职业教育能够提高人力资源总量,弥补劳动力短缺,促进生产性老龄化的实现。作为非正式教育,不同国家老年职业教育的影响因素和治理机制既呈现差异性又具有共性。通过贝雷迪“比较四步法”,揭示三个案例国家老年职业教育的不同特征,英国是以成人学徒制为主的技能培训,美国是由社会组织统筹以满足社区需求为主,新加坡是由政府项目系统支撑。通过描述与解释发现,老年职业教育治理方式主要由政治体制与人口规模塑造,老年职业教育内容主要受到经济模式与市场结构影响。通过并置与比较,发现三个国家政府的积极干预是保障老年群体接受职业教育和再就业的必要条件,干预手段因国情而异。越是集权的国家,政府直接干预的力度就越大。三个案例国家均形成公共部门与私营部门共同治理的格局。","2026年04期 v.48;No.435 72-83页 [查看摘要][在线阅读][下载 1067K] [下载次数：386 ] |[引用频次：0 ] |[阅读次数：5 ]","BJJY202604008","1067K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=0461bc09-6b1f-4e3d-84eb-75a055e7e545","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202604008","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=04"
"true","false","international;policy;comparative","2026","04","职业教育与成人教育研究","结构性变迁下韩国高等教育的整合升级——高校终身教育政策的工具协同与地区统筹","张金宁;崔一先;李家成;","结构性变迁下,韩国高等教育呈现整合升级趋势。基于2008—2025年政策文本及相关资料,结合政策工具和协同治理视角,梳理高校终身教育政策由试点走向地区统筹的平台化过程。研究发现,政策演进经历起步期、转型期、扩展期和整合升级期四个阶段。在工具配置上,通过“高校终身教育体制支持事业”与“高等职业教育枢纽地区事业”分别推动成人学历供给制度化与职业能力培养精准适配;在治理结构上,通过“以地区创新为中心的高校支持体系”作为统筹平台,推动政策由分散立项向地区一体化运行转变;在支撑体系上,凭借财政共担、双层评估及法制化建设保障整合运行。总体来看,工具协同和地区统筹的耦合,促使高校由学历供给者转型为“学习—创新—社会服务”一体化的地区枢纽。","2026年04期 v.48;No.435 84-92页 [查看摘要][在线阅读][下载 823K] [下载次数：148 ] |[引用频次：0 ] |[阅读次数：4 ]","BJJY202604009","823K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=4a445b7c-6e0b-4652-a409-5b55fa91ed1c","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202604009","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=04"
"true","false","international;policy;comparative","2026","04","高等教育研究","自由市场抑或政府统筹:英国高校“学生人数控制”政策争议和前景","李鹏虎;张致远;","20世纪90年代初,英国实施“学生人数控制”政策,以应对高等教育市场化转型和高等教育规模扩张中的质量下滑问题。该政策面临诸多争议,先后经历调整、取消、重启、中止等阶段。近年来,受经济下行、适龄人口减少、国际生源下降等因素影响,英国高校面临生存危机、竞争危机以及质量危机等多重危机。是否恢复“学生人数控制”政策引发社会各界的广泛争论,争议焦点在于政策实施成效、对教育公平的影响以及是否继续走高等教育市场化道路。“学生人数控制”政策争议的本质是高等教育市场化与政府调控的路线之争,其恢复既需要高等教育利益相关者转变观念、达成共识,也依赖于政府完善政策设计与治理机制,着力构建政府统筹的高等教育市场化模式。","2026年04期 v.48;No.435 93-101+112页 [查看摘要][在线阅读][下载 853K] [下载次数：121 ] |[引用频次：0 ] |[阅读次数：4 ]","BJJY202604010","853K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=4d7553e0-51a1-4ad3-9a75-c729249877c3","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202604010","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=04"
"true","false","international;policy;comparative","2026","04","高等教育研究","数字时代美国社区学院如何帮助学生取得学业成功——基于社区学院学生动量模型的分析","郭明旸;","美国社区学院普遍存在学生低保留率、低毕业率与低转学率的问题,“学生成功”一直是社区学院面临的重要挑战。学生在入学后常面临动力不足的困境,难以坚持完成学业。数字时代,技术的迅速发展为社区学院提供创新工具和方法帮助学生成功。社区学院通过构建无障碍学习环境,营造支持性氛围;更新社交系统,帮助学生融入院校;立足学业成功,改革教学模式,在环境、社交、教学领域采取多样举措提高学生动量。社区学院通过系列举措解构学生发展路径,锚定关键动量点,并减少学生可能遇到的逆动量摩擦,规避动量损失点的出现,创设支持性环境以提高元认知动量,努力使学生拥有成功的学业旅程。","2026年04期 v.48;No.435 102-112页 [查看摘要][在线阅读][下载 996K] [下载次数：119 ] |[引用频次：0 ] |[阅读次数：2 ]","BJJY202604011","996K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=cbb4666b-8936-4a5a-b526-9d15da895f0f","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202604011","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=04"
"true","false","international;policy;comparative","2026","05","全球教育治理研究","教育国际公共产品供给的中国视角与实践","周光礼;公钦正;","全球教育治理视域下,教育国际公共产品供给正从霸权主导向多元共治深刻转型,其作为公共产品理论跨学科延伸的产物,需置于全球教育治理整体框架中综合考量。供给需求层面,供给侧面临传统霸权体系式微与新兴力量崛起的复杂博弈,需求侧呈现“器物依附—制度接受—观念认同”的动态演进,“职教出海”成为供需适配的典型实践。成本收益维度,中国在承担经济投入与政治风险等显性与隐性成本的同时,获得教育能力迭代、外部环境稳定、国际影响力与治理话语权提升等多元收益,共建“一带一路”倡议是合作共赢的全球教育实践。中国需采取温和渐进的供给策略与差序格局的布局思路,持续提升供给质效,推动全球教育治理向扁平模式转型,为全球教育治理体系完善提供新动力。","2026年05期 v.48;No.436 3-13页 [查看摘要][在线阅读][下载 971K] [下载次数：276 ] |[引用频次：0 ] |[阅读次数：36 ]","BJJY202605001","971K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=1c9e9f26-0ae1-4025-884a-de437cd2d0f2","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605001","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","05","全球教育治理研究","高等教育如何嵌入制度型开放——高校国际布局的组织机制分析","肖桐;","在全球治理格局深度重构与国家制度型开放战略持续推进的双重语境下,高等教育正从传统的知识生产平台转型为连接国家战略意图与全球规范秩序的关键枢纽。基于“空间—规范—知识”三重嵌入的分析框架,揭示高校如何通过跨境布局确立制度位置,经由规范协商实现规则共建,并借助知识外溢生成价值认同,从而完成由“知识中枢”向“制度支点”的跃迁。基于对境外分校、中外合作大学及职业教育平台的考察,研究发现,中国高等教育国际化是空间的扩展,更是制度逻辑的再生产与话语体系的建构。在“十五五”新阶段,高等教育应作为连接国家意志、区域协同与全球共识的中介装置,从功能性支撑向结构性引领转型,在规范生成、文化互鉴与治理秩序塑造中发挥更深层次的制度牵引力。","2026年05期 v.48;No.436 14-23页 [查看摘要][在线阅读][下载 829K] [下载次数：229 ] |[引用频次：0 ] |[阅读次数：13 ]","BJJY202605002","829K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=42c1bb4c-9f0f-42f2-8325-1320e0cfbb73","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605002","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","05","“一带一路”教育研究","中国博士教育国际吸引力模型构建及提升策略——基于共建“一带一路”国家来华留学博士研究生的质性研究","王君妍;","博士教育吸引力是高等教育国际竞争力的直观反映,也是建设具有全球影响力教育中心的重要抓手。以共建“一带一路”国家来华留学博士研究生为对象,通过扎根理论分析发现,中国博士教育吸引力由学术吸引力、教育收益吸引力和教育政策吸引力构成。学术吸引力是促成留学生来华读博选择的根本动因,也是教育收益吸引力和教育政策吸引力的根基,其吸引力大小受大学声誉、专业导师和研究资源的影响。教育收益吸引力是来华留学博士研究生对中国博士教育价值与期望的衡量,“中国博士”身份可为其拓展多种生涯发展选择。教育政策吸引力通过政策降低来华读博机会成本,促成留学决定。为推进“留学中国”品牌建设,亟须构建独特的学术引力场、强化培养质量、提升管理服务国际化水平,以驱动博士教育国际吸引力的持续提升。","2026年05期 v.48;No.436 24-33页 [查看摘要][在线阅读][下载 910K] [下载次数：158 ] |[引用频次：0 ] |[阅读次数：15 ]","BJJY202605003","910K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=7630d3cf-79ba-4e7c-8c15-2990fd1f011f","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605003","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","05","“一带一路”教育研究","“一带一路”中外合作办学网络演化探析——高等教育共同体的“天下”想象","朱柯锦;范静怡;凌鹊;","“天下”思想根植于中国古典智识传统,致力于消解二元对立思维,将高等教育想象为无界且依存的整体,倡导在“和而不同”原则下重塑全球教育与知识生产格局。基于2002—2025年间“一带一路”中外合作办学数据的国家、区域、学科三维社会网络分析显示,该网络从中心辐射转向多中心紧密联动,呈现出与“天下”思想契合的多元共生、动态层级、主体能动性结构。然而,要将“天下”从启发式概念转化为治理范式,必须直面其理想与现实结构性不平等之间的张力。未来应致力于去中心化制度建设,落实零散性、临时性项目,深化多边合作机制与协同创新体系,赋能具有“一带一路”共建国家乃至更广泛的全球南方主体性的多元知识生产,进而构建可持续发展的高等教育共同体。","2026年05期 v.48;No.436 34-45页 [查看摘要][在线阅读][下载 1301K] [下载次数：166 ] |[引用频次：0 ] |[阅读次数：11 ]","BJJY202605004","1301K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=1add4224-34e2-465d-b01c-e7216234e869","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605004","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","05","“一带一路”教育研究","共建“一带一路”视域下中马高等中文教育合作探析","代阿鑫;","中马高等中文教育合作在推动共建“一带一路”进程中具有夯实语言基础、促进民心相通的重要价值。自两国建交以来,虽然高等中文教育合作内容不断丰富、合作领域持续拓展,但也暴露出一些问题。通过鱼骨图分析发现:当前合作的宏观环境错综复杂,多种力量相互交织,导致恶性竞争的风险增加。同时,中马在高等中文教育合作方面,对构建中文国际传播体系的规划仍显不足,且各方在提升合作质量上行动乏力。为了更好地推进共建“一带一路”高质量发展,中马双方应共同营造一个更加多元、包容的高等中文教育合作环境,并完善合作机制,增强合作的韧性。此外,还需强化多元主体的协同作用,加快高等中文教育数字化合作的转型升级。","2026年05期 v.48;No.436 46-55+78页 [查看摘要][在线阅读][下载 1095K] [下载次数：99 ] |[引用频次：0 ] |[阅读次数：14 ]","BJJY202605005","1095K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=cd091669-13d5-4f56-b1a8-2376c9ce0c9b","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605005","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","05","教育科技人才一体发展研究","有组织科研的驱动要素与创新创业效能研究——权变视角下基于加州大学系统的多案例分析","陈志忠;巫婉婷;","在深入推进创新驱动发展战略的背景下,有组织科研成为破解关键技术瓶颈、提升国家科技竞争力的核心路径。在权变理论视角下,基于对美国加州大学系统的分析发现,加州大学系统依托联邦与州政策支持、独特地理经济生态,形成政策机制、资源整合、组织创新、人才激励、技术转化五大关键驱动要素。同时将差异化有组织科研模式实现产学研深度协同,兼顾高价值专利、产学合作论文等知识成果产出,以及产业升级、衍生企业存活率提升等经济价值增益,达成双重效能。据此从政策协同治理、科研要素流动、科研组织重塑、科研人才耦合、成果转化闭环五个维度,提出有组织科研效能优化路径。","2026年05期 v.48;No.436 56-66页 [查看摘要][在线阅读][下载 1146K] [下载次数：189 ] |[引用频次：0 ] |[阅读次数：10 ]","BJJY202605006","1146K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=d1e77789-622b-4e0a-9c54-ea2158a5abe5","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605006","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","05","教育科技人才一体发展研究","日本高校科技人才政策产学适配演化逻辑探析——基于“科创政策的三个框架”视角","刘丽娟;陈川;胡国勇;","高校是支撑国家科学技术创新的关键人才高地,推动高校科技人才培养适配产业变革是建设高水平国家创新体系的核心要义。基于科创政策的三个框架分析发现,“二战”后,日本高校科技人才政策产学适配方向历经线性研发导向、国家创新体系、社会系统转型三次重心转换。其政策实践亦相应从“理工类增量”向“博士后扩容”,再到“创新力提升”动态演化,高校科技人才政策与产业变革之间呈现“紧密适配”“松散耦合”“供需优化”的变迁图景。这背后映射出产业变革对高校科技人才要求的根本性转向,即由传统的“技术型”人才规模供给转向“创新型”人才质量适配。2021年以来,日本新一轮高校科技人才政策以提升“创新力”为旨归,以加大科研资助力度、优化学术研究环境、促进职业道路多样化为路向,表征出对青年科技人才的系统支持以及促进其产学流动等施策趋向。","2026年05期 v.48;No.436 67-78页 [查看摘要][在线阅读][下载 1322K] [下载次数：241 ] |[引用频次：0 ] |[阅读次数：15 ]","BJJY202605007","1322K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=4afee78e-5d2d-4de1-af97-3bf3fffa5774","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605007","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","05","教育科技人才一体发展研究","英国高等教育嵌入区域科创走廊共生系统的比较分析","黎泓燕;","科创走廊正逐渐成为区域创新系统的核心载体。英国政府试图通过“牛津-剑桥弧”计划塑造“欧洲硅谷”。该计划受政策摇摆、基建滞后、行政区隔等制约,面临高校功能与区域需求错配、治理参与机制缺位等问题,陷入“规划驱动型”系统内生困境。相比之下,“伦敦-剑桥走廊”依托市场演化与多元协商机制,逐渐形成高校协同分工、产学研深度融合、柔性平台有效支撑的生态系统,实现高等教育与区域发展的有机嵌合。科创走廊的建设成效不仅取决于高教资源的丰富程度,而且更取决于制度设计能否有效激活高校的主体能动性,从而构建多元协同、持续演进的治理生态,推动知识、人才与资本在区域内的循环共生。","2026年05期 v.48;No.436 79-89页 [查看摘要][在线阅读][下载 953K] [下载次数：152 ] |[引用频次：0 ] |[阅读次数：12 ]","BJJY202605008","953K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=328fbf02-1abe-4f24-87ed-e8908c9de139","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605008","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","05","教育国际化研究","潮起潮落:中国赴美留学生变迁图景——基于“意愿-能力”矩阵的分析","陈斌;王安然;杨德睿;","学生流动是衡量高等教育国际化水平的关键,中国赴美留学生曾是全球规模最大也是影响最深远的留学群体。基于2014-2024学年间《门户开放报告》数据发现,中国赴美留学生总体规模经历惯性增长、疫情冲击和结构分化三个阶段,在美国国际学生中占比从2019-2020学年的峰值34.6%降至2023-2024学年的27.1%;2023-2024学年,中国赴美留学生的院校分布呈研究型大学集聚态势,博士学位授予院校占比达76.6%;10年间,学历结构发生逆转,研究生占比从2014-2015学年的43.9%升至2023-2024学年的59.3%,首次超越本科生,实习培训生显著增长;2014-2024学年间专业选择呈STEM强劲、商科遇冷格局,STEM占比稳定在40%以上。基于“意愿-能力”矩阵,将留学变迁划分为黄金流动期、受挫分流期、双重受限期和谨慎观望期四阶段。中国赴美留学正从追求学历镀金向理性教育投资转变,留学决策日趋精准化、专业化和避险化。","2026年05期 v.48;No.436 90-101页 [查看摘要][在线阅读][下载 1286K] [下载次数：140 ] |[引用频次：0 ] |[阅读次数：20 ]","BJJY202605009","1286K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=30c7e71f-ba33-48d7-8bd9-46aa999ce5ee","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605009","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","05","教育国际化研究","整体性治理视角下英国高校海外办学策略探析","梅伟惠;经湛;","为应对后“脱欧”时代战略调整及全球经济下行和地缘政治格局不稳定的挑战,英国高校在海外办学过程中逐步构建起涵盖治理目标、治理机制和治理工具的“三维九要素”整体性治理框架。在治理目标维度,英国提出明确的高校海外办学经济目标、规模目标和可持续发展目标。在推进机制维度,英国通过制定海外办学战略和系统开展市场环境调研,完善整合机制;通过推动多部门协同和强化风险管控,健全协调机制;通过加强多层次跨国对话和探索特色合作模式,建立信任机制。在支撑工具维度,英国依托信息技术、质量保障和品牌宣传等工具,增强高校海外办学的稳定性与国际竞争力。","2026年05期 v.48;No.436 102-112页 [查看摘要][在线阅读][下载 996K] [下载次数：159 ] |[引用频次：0 ] |[阅读次数：14 ]","BJJY202605010","996K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=ec9c312f-cb49-4b47-9038-173648bc1453","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202605010","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=05"
"true","false","international;policy;comparative","2026","06","高等教育研究","面向共同利益的高等教育:内涵阐释与成效评估","西蒙·马金森;荆晓丽;秦瑞雪;","高等教育不仅能够为毕业生带来更高的薪资等个体性经济回报,而且能够对社会产生多重集体性贡献。然而,此类贡献在既有研究中缺乏系统阐释,并在以个人主义和市场逻辑为主导的盎格鲁文化圈国家造成政策认知与公共投入的双重不足。基于对八个国家高校管理者与政府官员开展的半结构化访谈,比较不同国家对于高等教育公共角色的理解与实践,研究发现,尽管各案例国家话语与政策存在差异,受访者普遍认同高等教育能够产生相似的集体性成果,但是这一共识受到新自由主义经济政策公私二元对立逻辑的制约。为突破这一制约,应将高等教育视为“共同利益”而非“公共利益”的生成机制,并探讨其作为(全球)共同利益的内涵及构建相应衡量指标的可能性,以促进对高等教育的观察、监测与改进。","2026年06期 v.48;No.437 3-13+93页 [查看摘要][在线阅读][下载 975K] [下载次数：0 ] |[引用频次：0 ] |[阅读次数：2 ]","BJJY202606001","975K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=841c767f-cd6c-479f-9a3e-b26f86665179","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202606001","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=06"
"true","false","international;policy;comparative","2026","06","高等教育研究","全球顶尖大学的学科布局结构与动态调整研究——基于2025QS排名前十大学的数据分析","臧玲玲;龙子秋;","优化调整学科布局结构是世界范围高等教育发展的重要任务。选取2025QS排名前十的大学为研究对象,对其学科布局结构、学科动态调整情况进行深入分析,研究发现,全球顶尖大学的学科布局结构呈现“基础学科主导、工学突出、特色化发展”的特征。在学科动态调整中呈现“战略引领与结构优化”的趋势,其布局结构与动态调整呈现三种模式;聚焦跨学科与全球议题的均衡发展模式;强化技术优势,拓展理工交叉的非均衡模式;兼顾前沿与人文,保持全领域协同的非均衡模式。全球顶尖大学的学科布局调整体现出“战略引领、人才适配、优势导向”的多重逻辑:锚定未来战略需求,聚焦前沿学科布局;适配复合型人才需求,强调跨学科知识融合;依托传统优势学科,实现有选择的卓越。","2026年06期 v.48;No.437 14-24页 [查看摘要][在线阅读][下载 1062K] [下载次数：0 ] |[引用频次：0 ] |[阅读次数：3 ]","BJJY202606002","1062K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=58e38fd2-845a-42c0-9a87-21db0104f8ca","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202606002","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=06"
"true","false","international;policy;comparative","2026","06","高等教育研究","“中心”还是“边缘”:哈佛大学应对人文学科危机的路径","缪学超;宋彦婕;","人文学科以启迪理性、涵养人格、赓续文明为旨归,是联结人之精神世界与社会价值秩序的核心领域。在大学组织结构中,人文学科因维系大学的历史传统与文化合法性而处于“中心”地位。但在高等教育市场化、政策导向、绩效评估及社会文化认知等因素的影响下,全球范围内的人文学科普遍面临规模缩减、资源配给不均及地位边缘化的危机。基于“中心—边缘”的理论视域,以哈佛大学为案例考察发现,哈佛大学通过延续学校文化传统稳固人文学科的历史根基;运用制度设计保障人文学科的决策话语权与资源配置;设立人文中心并开展创新实践,以增强人文学科的“自组织”适应能力;调整优化通识教育课程,以彰显人文学科的普惠性教育价值。这些举措也面临着难以长期抵御绩效评估的压力、弱化人文学科独立性以及对象征性资本力量转化有限等潜在危机。","2026年06期 v.48;No.437 25-35页 [查看摘要][在线阅读][下载 937K] [下载次数：0 ] |[引用频次：0 ] |[阅读次数：2 ]","BJJY202606003","937K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=bf2ad622-4cc3-48a4-976e-81f060aa003c","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202606003","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=06"
"true","false","international;policy;comparative","2026","06","比较教育学科建设研究","社会空间理论在比较教育研究中的应用及其超越","常甜;马早明;","在全球化、区域化与数字化背景下,教育跨境流动与空间重组不断加剧,传统以国家为单位、制度差异为核心的比较教育范式逐渐显现解释力不足。社会空间理论源于人文地理学与社会空间批判传统,强调空间是社会关系与权力逻辑的生成性结构,而非中性容器。该视角突破“方法论民族主义”,提供了“全球—区域—国家—地方”的多层嵌套框架,在教育政策流动、区域教育治理、高等教育国际化及平台教育空间重构等领域展现出独特价值,并在分析单位转换、解释逻辑拓展与方法论革新上具有学术意义。然而,其在概念泛化、方法操作、学术适配以及实践转化等方面仍存在局限。面向全球教育流动与治理结构变迁,有必要探索超越路径,以推动比较教育在空间认知上的范式更新。","2026年06期 v.48;No.437 45-55页 [查看摘要][在线阅读][下载 982K] [下载次数：0 ] |[引用频次：0 ] |[阅读次数：1 ]","BJJY202606005","982K","https://bjjy.cbpt.cnki.net/WKD/WebPublication/paperDigest.aspx?paperID=b8d15c94-e26e-471f-91ee-a8358ccab50a","https://bjjy.cbpt.cnki.net/WKD/WebPublication/kbDownload.aspx?fn=BJJY202606005","https://bjjy.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?contentID=&colType=4&yt=2026&st=06"
